Key,User,Timestamp,Reports Qualifier,Prematch,Event,Match,Scouting Position,Team Number,Auto,Mobility,Auto Cones Bottom,Auto Cones Middle,Auto Cones Top,Auto Cubes Bottom,Auto Cubes Middle,Auto Cubes Top,Auto Charge Station,Teleop,Teleop Cones Bottom,Teleop Cones Middle,Teleop Cones Top,Teleop Cubes Bottom,Teleop Cubes Middle,Teleop Cubes Top,Links,Teleop Charge Station,Postmatch,Rank Points Earned,Alliance Score,Robot Score,Lookup Matches Ref,Coopertion Scored,Focus Areas,Notes
567b081b,abc@gmail.com,3/10/2023 12:04:29,2023misjo-5712,,2023misjo,7,Red 3,5712,,TRUE,0,0,0,0,0,1,Engaged,,0,0,3,0,1,1,3,Engaged,,3,104,56,2023misjo_qm7,FALSE,,
ae9baa48,abc@gmail.com,3/10/2023 12:03:48,2023misjo-74,,2023misjo,7,Red 1,74,,TRUE,0,0,0,0,0,1,Neither,,0,0,2,0,1,0,2,Engaged,,3,104,32,2023misjo_qm7,FALSE,,Trouble with double substation cone pickup
01f765ce,abc@gmail.com,3/10/2023 12:10:12,2023misjo-4325,,2023misjo,8,Blue 2,4325,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,2,0,None of the above,,3,69,10,2023misjo_qm8,FALSE,,
8546211d,abc@gmail.com,3/10/2023 12:11:50,2023misjo-5675,,2023misjo,8,Red 1,5675,,FALSE,0,0,1,0,0,0,Docked,,0,0,0,1,0,4,0,Parked,,1,69,38,2023misjo_qm8,FALSE,,Got stuck on the edge of the field below charge station
8881875e,abc@gmail.com,3/10/2023 12:11:09,2023misjo-3620,,2023misjo,8,Red 3,3620,,TRUE,0,0,1,0,0,0,Neither,,0,0,0,0,0,0,0,Engaged,,1,69,19,2023misjo_qm8,FALSE,,Cube got stuck
c06b2315,abc@gmail.com,3/10/2023 12:10:33,2023misjo-1940,,2023misjo,8,Blue 3,1940,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,1,0,0,0,Engaged,,3,83,15,2023misjo_qm8,FALSE,,Defensive
7a4bab7e,abc@gmail.com,3/10/2023 11:52:24,2023misjo-5152,,2023misjo,6,Red 2,5152,,TRUE,0,0,0,0,0,0,Docked,,0,0,2,0,1,2,3,Engaged,,3,105,50,2023misjo_qm6,TRUE,,Missclick*** was not engaged in auto
342c04c7,abc@gmail.com,3/10/2023 12:01:57,2023misjo-8126,,2023misjo,7,Red 2,8126,,TRUE,0,0,0,0,1,0,Neither,,1,0,0,0,0,0,3,None of the above,,3,104,14,2023misjo_qm7,FALSE,,
20923741,abc@gmail.com,3/10/2023 12:11:19,2023misjo-9228,,2023misjo,8,Red 2,9228,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,1,0,0,0,Engaged,,1,69,12,2023misjo_qm8,FALSE,,Pizza box bot used for defense
b7488ce9,abc@gmail.com,3/10/2023 12:20:39,2023misjo-4776,,2023misjo,9,Blue 2,4776,,TRUE,0,0,0,0,0,1,Neither,,0,0,1,2,0,1,4,Engaged,,3,73,40,2023misjo_qm9,FALSE,,
6ae449d0,abc@gmail.com,3/10/2023 12:21:08,2023misjo-3658,,2023misjo,9,Blue 3,3658,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,3,0,0,4,None of the above,,3,73,13,2023misjo_qm9,FALSE,,
bb2a7dfb,abc@gmail.com,3/10/2023 12:23:23,2023misjo-5980,,2023misjo,9,Red 1,5980,,FALSE,0,0,0,0,0,0,Docked,,0,0,0,0,0,0,0,None of the above,,0,25,8,2023misjo_qm9,FALSE,,"Buggy swerves, couldn’t move well"
07f84aeb,abc@gmail.com,3/10/2023 12:22:43,2023misjo-5056,,2023misjo,9,Red 3,5056,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Parked,,0,25,2,2023misjo_qm9,FALSE,,"The arm was stuck, so they were only able to move around to play defense"
c781e14b,abc@gmail.com,3/10/2023 12:23:21,2023misjo-5843,,2023misjo,9,Red 2,5843,,FALSE,0,0,0,0,0,0,Neither,,1,1,0,0,0,0,0,Engaged,,0,25,18,2023misjo_qm9,FALSE,,One of the only robots to score. Usually cones on middle row.
a357a73a,abc@gmail.com,3/10/2023 12:35:48,2023misjo-3875,,2023misjo,10,Blue 3,3875,,TRUE,0,0,0,0,0,0,Engaged,,0,0,2,0,0,0,2,Engaged,,2,85,38,2023misjo_qm10,FALSE,,
15e507f1,abc@gmail.com,3/10/2023 12:35:35,2023misjo-5462,,2023misjo,10,Blue 2,5462,,TRUE,0,0,0,0,0,1,Neither,,0,0,2,0,1,0,2,Parked,,2,85,24,2023misjo_qm10,FALSE,,
c4b5c793,abc@gmail.com,3/10/2023 11:52:42,2023misjo-2959,,2023misjo,6,Blue 1,2959,,TRUE,1,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Docked,,0,71,12,2023misjo_qm6,TRUE,,Took a long time to get a cone
a215783c,abc@gmail.com,3/10/2023 12:00:25,2023misjo-5610,,2023misjo,7,Blue 1,5610,,TRUE,1,0,0,0,0,0,Neither,,0,0,0,0,2,1,1,Parked,,0,62,15,2023misjo_qm7,FALSE,,Good cube robot
71d0fd11,abc@gmail.com,3/10/2023 12:10:25,2023misjo-6002,,2023misjo,8,Blue 1,6002,,TRUE,0,0,1,0,0,0,Engaged,,0,0,0,0,0,3,1,Engaged,,3,83,48,2023misjo_qm8,FALSE,,Very Good robot
1319b2a3,abc@gmail.com,3/10/2023 12:20:17,2023misjo-5535,,2023misjo,9,Blue 1,5535,,FALSE,0,0,0,0,0,0,Docked,,2,0,0,0,0,0,2,Engaged,,3,73,25,2023misjo_qm9,FALSE,,Cone crushers
4185f5ad,abc@gmail.com,3/10/2023 12:39:28,2023misjo-5927,,2023misjo,10,Red 1,5927,,TRUE,0,0,1,0,0,0,Neither,,0,0,0,0,0,1,1,Parked,,0,36,18,2023misjo_qm10,FALSE,,Claw couldn’t hold pieces that well
50cee7b7,abc@gmail.com,3/10/2023 12:38:52,2023misjo-9239,,2023misjo,10,Red 2,9239,,TRUE,0,0,0,1,0,0,Neither,,1,0,0,3,0,0,0,Parked,,0,36,16,2023misjo_qm10,FALSE,,Can only push things onto bottom row
f801f138,abc@gmail.com,3/10/2023 12:39:31,2023misjo-94,,2023misjo,10,Red 3,94,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Parked,,0,36,2,2023misjo_qm10,FALSE,,Their arm couldn’t grab a cone; it slipped out
70a0038a,abc@gmail.com,3/10/2023 12:35:23,2023misjo-9208,,2023misjo,10,Blue 1,9208,,TRUE,0,0,0,0,0,1,Neither,,1,0,2,1,0,0,2,Parked,,2,85,28,2023misjo_qm10,TRUE,,Not bad
d0f94498,abc@gmail.com,3/10/2023 12:44:05,2023misjo-2767,,2023misjo,11,Blue 3,2767,,TRUE,1,0,0,0,0,0,Docked,,0,0,4,0,0,0,4,Engaged,,3,136,51,2023misjo_qm11,TRUE,,Prioritizes cones
5f74b57f,abc@gmail.com,3/10/2023 12:44:56,2023misjo-7814,,2023misjo,11,Red 2,7814,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,1,0,0,Parked,,0,36,2,2023misjo_qm11,FALSE,,
afdbdb99,abc@gmail.com,3/10/2023 12:48:28,2023misjo-8126,,2023misjo,11,Red 3,8126,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,2,0,Docked,,0,36,19,2023misjo_qm11,FALSE,,Slow but steady! Good with cubes.
c17f98d2,abc@gmail.com,3/10/2023 12:53:20,2023misjo-6642,,2023misjo,12,Red 2,6642,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,1,1,Parked,,2,64,12,2023misjo_qm12,FALSE,,Very slow arm grab/extension. Did not move for the last half of match.
5423254e,abc@gmail.com,3/10/2023 12:52:32,2023misjo-2959,,2023misjo,12,Blue 3,2959,,FALSE,0,0,0,0,0,0,Neither,,1,0,0,0,1,0,0,Docked,,0,46,8,2023misjo_qm12,TRUE,,Priorities cubes
e88c761d,abc@gmail.com,3/10/2023 13:01:35,2023misjo-4237,,2023misjo,13,Blue 3,4237,,TRUE,0,0,0,0,0,0,Engaged,,1,0,3,0,0,0,1,Engaged,,3,74,44,2023misjo_qm13,FALSE,,Prioritizes only cones
225d3d5a,abc@gmail.com,3/10/2023 13:01:42,2023misjo-5110,,2023misjo,13,Red 3,5110,,FALSE,1,0,0,0,0,0,Neither,,1,0,0,0,1,0,0,None of the above,,0,24,5,2023misjo_qm13,FALSE,,Elevator is slow but effective
99da0508,abc@gmail.com,3/10/2023 12:45:16,2023misjo-5182,,2023misjo,11,Red 1,5182,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,1,0,0,0,Parked,,0,36,7,2023misjo_qm11,FALSE,,Slow
1641e7ce,abc@gmail.com,3/10/2023 12:54:02,2023misjo-6588,,2023misjo,12,Red 1,6588,,TRUE,0,0,0,0,0,0,Neither,,1,0,0,0,0,0,0,Engaged,,2,64,15,2023misjo_qm12,FALSE,,
4ced01b5,abc@gmail.com,3/10/2023 13:01:33,2023misjo-7210,,2023misjo,13,Red 1,7210,,FALSE,0,0,0,0,0,0,Neither,,2,0,0,1,0,0,1,None of the above,,0,24,8,2023misjo_qm13,FALSE,,Pizza box
9251c7f4,abc@gmail.com,3/10/2023 13:01:06,2023misjo-7809,,2023misjo,13,Red 2,7809,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,None of the above,,0,24,0,2023misjo_qm13,FALSE,,Bad field movement. Kept hitting walls. Arm was unstable and was unable to pick up a cube during the match.
e295723f,abc@gmail.com,3/10/2023 12:53:21,2023misjo-5152,,2023misjo,12,Red 3,5152,,TRUE,0,0,0,0,0,0,Engaged,,1,1,0,2,0,1,0,Engaged,,2,64,42,2023misjo_qm12,FALSE,,
1e1523f9,abc@gmail.com,3/10/2023 13:09:19,2023misjo-9228,,2023misjo,14,Blue 3,9228,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,1,0,0,2,Engaged,,2,67,15,2023misjo_qm14,FALSE,,Push cones and cubes
e419182a,abc@gmail.com,3/10/2023 13:09:34,2023misjo-5712,,2023misjo,14,Red 1,5712,,TRUE,0,0,0,0,0,1,Neither,,0,0,2,0,1,1,1,Engaged,,1,67,36,2023misjo_qm14,TRUE,,Good bit.
2559219b,abc@gmail.com,3/10/2023 13:10:59,2023misjo-5535,,2023misjo,14,Red 3,5535,,FALSE,0,0,0,0,0,1,Neither,,0,0,0,1,0,0,1,Docked,,1,67,16,2023misjo_qm14,TRUE,,Claw is slow but steady!
082be9ec,abc@gmail.com,3/10/2023 13:10:13,2023misjo-3875,,2023misjo,14,Red 2,3875,,TRUE,0,0,0,0,0,0,Engaged,,0,0,0,0,0,0,1,None of the above,,1,67,17,2023misjo_qm14,TRUE,,Tie
1d0ae72c,abc@gmail.com,3/10/2023 12:49:57,2023misjo-5247,,2023misjo,12,Blue 1,5247,,FALSE,0,0,0,0,0,0,Neither,,0,0,1,0,0,0,0,None of the above,,0,46,5,2023misjo_qm12,TRUE,,Kept dropping game pieces
a9d93b90,abc@gmail.com,3/10/2023 13:00:31,2023misjo-5982,,2023misjo,13,Blue 1,5982,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,2,1,Engaged,,3,74,25,2023misjo_qm13,FALSE,,Struggled to pick up pieces
05c54480,abc@gmail.com,3/10/2023 13:09:02,2023misjo-4325,,2023misjo,14,Blue 1,4325,,FALSE,1,0,0,0,0,0,Neither,,2,0,0,1,0,0,2,Engaged,,2,67,22,2023misjo_qm14,FALSE,,
ffb750c2,abc@gmail.com,3/10/2023 12:43:49,2023misjo-3604,,2023misjo,11,Blue 2,3604,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,3,4,Parked,,3,136,24,2023misjo_qm11,TRUE,,Slow
a44e2657,abc@gmail.com,3/10/2023 12:52:31,2023misjo-5610,,2023misjo,12,Blue 2,5610,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,1,3,0,Parked,,0,46,17,2023misjo_qm12,TRUE,,Slow claw
5d36fa50,abc@gmail.com,3/10/2023 13:00:39,2023misjo-5623,,2023misjo,13,Blue 2,5623,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Parked,,3,74,5,2023misjo_qm13,FALSE,,Slow
4969891e,abc@gmail.com,3/10/2023 13:07:52,2023misjo-5462,,2023misjo,14,Blue 2,5462,,TRUE,0,0,0,0,0,1,Neither,,0,0,2,0,0,0,2,Engaged,,2,67,32,2023misjo_qm14,FALSE,,Slow claw
8ab520e3,abc@gmail.com,3/10/2023 14:04:46,2023misjo-9208,,2023misjo,15,Red 2,9208,,TRUE,0,0,0,0,0,1,Neither,,0,0,3,0,0,1,2,None of the above,,2,88,32,2023misjo_qm15,TRUE,,
043a633f,abc@gmail.com,3/10/2023 13:56:55,2023misjo-5980,,2023misjo,15,Blue 3,5980,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,1,0,0,None of the above,,2,88,3,2023misjo_qm15,TRUE,,Stop working mid round
07ae2b56,abc@gmail.com,3/10/2023 13:59:11,2023misjo-74,,2023misjo,15,Red 3,74,,TRUE,0,0,0,0,0,1,Neither,,0,0,1,0,1,1,2,Parked,,0,71,24,2023misjo_qm15,TRUE,,"Little tippy, but very good and precise"
2e23150e,abc@gmail.com,3/10/2023 13:56:46,2023misjo-5675,,2023misjo,15,Blue 1,5675,,TRUE,0,0,1,0,0,0,Docked,,1,0,0,0,1,1,0,None of the above,,2,88,24,2023misjo_qm15,TRUE,,Very cool bot
2029745b,abc@gmail.com,3/10/2023 14:06:20,2023misjo-94,,2023misjo,15,Red 1,94,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Engaged,,0,71,13,2023misjo_qm15,TRUE,,
3bcc534f,abc@gmail.com,3/10/2023 13:48:15,2023misjo-8126,,2023misjo,15,Blue 2,8126,,TRUE,0,0,0,0,1,0,Neither,,0,0,0,0,0,2,0,None of the above,,2,88,17,2023misjo_qm15,FALSE,,top heavy
5f83aa8d,abc@gmail.com,3/10/2023 13:58:34,2023misjo-3620,,2023misjo,16,Blue 3,3620,,FALSE,0,0,1,0,0,0,Engaged,,0,0,3,0,0,1,3,Parked,,2,75,45,2023misjo_qm16,FALSE,,
16ef89f5,abc@gmail.com,3/10/2023 13:58:32,2023misjo-9239,,2023misjo,16,Blue 2,9239,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,2,0,0,3,Parked,,2,75,14,2023misjo_qm16,FALSE,,
de13be55,abc@gmail.com,3/10/2023 14:12:43,2023misjo-5843,,2023misjo,16,Red 1,5843,,TRUE,0,0,1,0,0,0,Neither,,0,0,0,0,0,0,0,Docked,,0,37,15,2023misjo_qm16,FALSE,,Couldn’t hold on to a piece
1a145685,abc@gmail.com,3/10/2023 14:13:00,2023misjo-5227,,2023misjo,16,Red 3,5227,,TRUE,0,0,0,0,0,1,Neither,,0,0,0,0,1,2,0,Parked,,0,37,24,2023misjo_qm16,FALSE,,This robot had trouble picking up cones.
af6597eb,abc@gmail.com,3/10/2023 14:18:08,2023misjo-5056,,2023misjo,17,Blue 2,5056,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,1,Parked,,2,30,4,2023misjo_qm17,FALSE,,
74213777,abc@gmail.com,3/10/2023 14:19:58,2023misjo-7809,,2023misjo,17,Red 1,7809,,FALSE,0,0,0,0,0,0,Neither,,1,0,0,2,0,0,1,Parked,,0,26,10,2023misjo_qm17,FALSE,,Slow
3e4da7e6,abc@gmail.com,3/10/2023 14:18:01,2023misjo-5610,,2023misjo,17,Blue 3,5610,,TRUE,1,0,0,0,0,0,Docked,,0,0,0,1,0,1,0,Docked,,2,30,27,2023misjo_qm17,FALSE,,
86e5add9,abc@gmail.com,3/10/2023 14:20:15,2023misjo-5247,,2023misjo,17,Red 3,5247,,FALSE,0,0,0,0,0,0,Neither,,0,0,1,0,0,0,1,Parked,,0,26,9,2023misjo_qm17,FALSE,,VERY SLOW!!
ab537e37,abc@gmail.com,3/10/2023 14:25:18,2023misjo-7814,,2023misjo,18,Blue 2,7814,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,1,0,1,Parked,,0,39,7,2023misjo_qm18,FALSE,,
ee0e0051,abc@gmail.com,3/10/2023 14:25:38,2023misjo-3452,,2023misjo,18,Red 1,3452,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,0,0,0,0,Parked,,3,73,5,2023misjo_qm18,FALSE,,
5bf6aada,abc@gmail.com,3/10/2023 14:25:36,2023misjo-5623,,2023misjo,18,Blue 3,5623,,TRUE,0,0,0,0,0,0,Neither,,0,0,0,1,1,0,1,Parked,,0,39,12,2023misjo_qm18,FALSE,,
b62a2430,abc@gmail.com,3/10/2023 14:26:07,2023misjo-3604,,2023misjo,18,Red 3,3604,,TRUE,1,0,0,0,0,0,Neither,,0,0,0,1,2,2,1,Engaged,,3,73,36,2023misjo_qm18,FALSE,,Quick to move
2559725f,abc@gmail.com,3/10/2023 14:35:41,2023misjo-5982,,2023misjo,19,Blue 3,5982,,FALSE,0,0,0,0,0,0,Docked,,0,0,0,0,0,0,1,Docked,,0,19,16,2023misjo_qm19,FALSE,,Malfunctioned
b33137ac,abc@gmail.com,3/10/2023 14:35:41,2023misjo-3658,,2023misjo,19,Red 1,3658,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,0,3,0,3,Engaged,,3,84,24,2023misjo_qm19,FALSE,,
d58cf137,abc@gmail.com,3/10/2023 14:35:56,2023misjo-2959,,2023misjo,19,Red 3,2959,,FALSE,0,0,0,0,0,0,Neither,,0,0,0,2,0,0,3,Engaged,,3,84,19,2023misjo_qm19,FALSE,,Pushed both cubes into the bottom row
